Bat ID,Corr coef,tau [ms],with pulse or echo,first or last
I,-0.350814934,430,pulse direction,last
I,-0.384459128,440,pulse direction,last
I,-0.418209929,450,pulse direction,last
I,-0.451848939,460,pulse direction,last
I,-0.485212679,470,pulse direction,last
I,-0.518117581,480,pulse direction,last
I,-0.550362048,490,pulse direction,last
I,-0.603436674,500,pulse direction,last
I,-0.630219731,510,pulse direction,last
I,-0.655785021,520,pulse direction,last
I,-0.679927254,530,pulse direction,last
I,-0.702440822,540,pulse direction,last
I,-0.723125504,550,pulse direction,last
I,-0.741792583,560,pulse direction,last
I,-0.755589206,570,pulse direction,last
I,-0.767767653,580,pulse direction,last
I,-0.777714629,590,pulse direction,last
I,-0.805842845,600,pulse direction,last
I,-0.03300157,-100,echo direction,last
I,-0.005404029,-90,echo direction,last
I,0.036758552,-80,echo direction,last
I,0.079503394,-70,echo direction,last
I,0.12194205,-60,echo direction,last
I,0.163203197,-50,echo direction,last
I,0.202517859,-40,echo direction,last
I,0.239283447,-30,echo direction,last
I,0.244990849,-20,echo direction,last
I,0.278248058,-10,echo direction,last
I,0.309288988,0,echo direction,last
I,0.33854786,10,echo direction,last
I,0.358080463,20,echo direction,last
I,0.389022667,30,echo direction,last
I,0.410066114,40,echo direction,last
I,0.428032211,50,echo direction,last
I,0.442871134,60,echo direction,last
I,0.454676715,70,echo direction,last
I,0.463652263,80,echo direction,last
I,0.470071632,90,echo direction,last
I,0.474152521,100,echo direction,last
I,0.476396713,110,echo direction,last
I,0.477003067,120,echo direction,last
I,0.476241271,130,echo direction,last
I,0.474346901,140,echo direction,last
I,0.47151994,150,echo direction,last
I,0.46792621,160,echo direction,last
I,0.463700433,170,echo direction,last
I,0.458949974,180,echo direction,last
I,0.453758713,190,echo direction,last
I,0.448201724,200,echo direction,last
I,0.442308238,210,echo direction,last
I,0.436119402,220,echo direction,last
I,0.429657531,230,echo direction,last
I,0.422935486,240,echo direction,last
I,0.415958268,250,echo direction,last
I,0.408724305,260,echo direction,last
I,0.401226482,270,echo direction,last
I,0.393452968,280,echo direction,last
I,0.385387883,290,echo direction,last
I,0.377011837,300,echo direction,last
I,0.351785507,310,echo direction,last
I,0.359412229,320,echo direction,last
I,0.351711291,330,echo direction,last
I,0.340051563,340,echo direction,last
I,0.329744713,350,echo direction,last
I,0.318961254,360,echo direction,last
I,0.307668403,370,echo direction,last
I,0.295833211,380,echo direction,last
I,0.28342322,390,echo direction,last
I,0.270407248,400,echo direction,last
I,0.256756306,410,echo direction,last
I,0.242444673,420,echo direction,last
I,0.227451106,430,echo direction,last
I,0.211843882,440,echo direction,last
I,0.195459337,450,echo direction,last
I,0.178370742,460,echo direction,last
I,0.160588974,470,echo direction,last
I,0.142136522,480,echo direction,last
I,0.123048635,490,echo direction,last
I,0.025845857,500,echo direction,last
I,-0.017219081,510,echo direction,last
I,-0.061079397,520,echo direction,last
I,-0.105552817,530,echo direction,last
I,-0.150431339,540,echo direction,last
I,-0.195484233,550,echo direction,last
I,-0.24046238,560,echo direction,last
I,-0.270217613,570,echo direction,last
I,-0.313225965,580,echo direction,last
I,-0.355690092,590,echo direction,last
I,-0.349912135,600,echo direction,last
MF,0.197746483,-100,pulse direction,first
MF,0.198070339,-90,pulse direction,first
MF,0.241475603,-80,pulse direction,first
MF,0.284571028,-70,pulse direction,first
MF,0.32653853,-60,pulse direction,first
MF,0.366483666,-50,pulse direction,first
MF,0.351674535,-40,pulse direction,first
MF,0.391452352,-30,pulse direction,first
MF,0.322952393,-20,pulse direction,first
MF,0.357196765,-10,pulse direction,first
MF,0.349381563,0,pulse direction,first
MF,0.34727011,10,pulse direction,first
MF,0.378355799,20,pulse direction,first
MF,0.407458336,30,pulse direction,first
MF,0.433977333,40,pulse direction,first
MF,0.457394949,50,pulse direction,first
MF,0.481948536,60,pulse direction,first
MF,0.493443413,70,pulse direction,first
MF,0.505799159,80,pulse direction,first
MF,0.514435156,90,pulse direction,first
MF,0.519520034,100,pulse direction,first
MF,0.521333018,110,pulse direction,first
MF,0.520204943,120,pulse direction,first
MF,0.516486341,130,pulse direction,first
MF,0.51052239,140,pulse direction,first
MF,0.502635543,150,pulse direction,first
MF,0.493175535,160,pulse direction,first
MF,0.482270978,170,pulse direction,first
MF,0.470197123,180,pulse direction,first
MF,0.457109239,190,pulse direction,first
MF,0.443196121,200,pulse direction,first
MF,0.428547918,210,pulse direction,first
MF,0.413254169,220,pulse direction,first
MF,0.397383706,230,pulse direction,first
MF,0.380988393,240,pulse direction,first
MF,0.36410647,250,pulse direction,first
MF,0.346765469,260,pulse direction,first
MF,0.328984769,270,pulse direction,first
MF,0.310777798,280,pulse direction,first
MF,0.292153968,290,pulse direction,first
MF,0.273120366,300,pulse direction,first
MF,0.253683253,310,pulse direction,first
MF,0.233849419,320,pulse direction,first
MF,0.213588988,330,pulse direction,first
MF,0.192989762,340,pulse direction,first
MF,0.172029096,350,pulse direction,first
MF,0.150726884,360,pulse direction,first
MF,0.129108488,370,pulse direction,first
MF,0.10720536,380,pulse direction,first
MF,0.085207321,390,pulse direction,first
MF,0.062860266,400,pulse direction,first
MF,0.040362644,410,pulse direction,first
MF,0.017772825,420,pulse direction,first
MF,-0.004854996,430,pulse direction,first
MF,-0.027430081,440,pulse direction,first
MF,-0.049704213,450,pulse direction,first
MF,-0.071886375,460,pulse direction,first
MF,-0.093814635,470,pulse direction,first
MF,-0.115441771,480,pulse direction,first
MF,-0.166012252,490,pulse direction,first
MF,-0.197056725,500,pulse direction,first
MF,-0.259420557,510,pulse direction,first
MF,-0.2813061,520,pulse direction,first
MF,-0.302231082,530,pulse direction,first
MF,-0.322114578,540,pulse direction,first
MF,-0.340888715,550,pulse direction,first
MF,-0.358499685,560,pulse direction,first
MF,-0.390468799,570,pulse direction,first
MF,-0.422685389,580,pulse direction,first
MF,-0.437320273,590,pulse direction,first
MF,-0.57837522,600,pulse direction,first
MF,-0.444915175,-100,echo direction,first
MF,-0.398092933,-90,echo direction,first
MF,-0.372879779,-80,echo direction,first
MF,-0.343678243,-70,echo direction,first
MF,-0.310413938,-60,echo direction,first
MF,-0.27359856,-50,echo direction,first
MF,-0.155801187,-40,echo direction,first
MF,-0.132307276,-30,echo direction,first
MF,-0.061509429,-20,echo direction,first
MF,-0.032622458,-10,echo direction,first
MF,-0.024597614,0,echo direction,first
MF,-0.014230235,10,echo direction,first
MF,0.018385917,20,echo direction,first
MF,0.052690316,30,echo direction,first
MF,0.08822248,40,echo direction,first
MF,0.124461296,50,echo direction,first
MF,0.175788468,60,echo direction,first
MF,0.196751561,70,echo direction,first
MF,0.231871168,80,echo direction,first
MF,0.265907304,90,echo direction,first
MF,0.298476349,100,echo direction,first
MF,0.32940315,110,echo direction,first
MF,0.358603345,120,echo direction,first
MF,0.386067548,130,echo direction,first
MF,0.41184313,140,echo direction,first
MF,0.436016506,150,echo direction,first
MF,0.458683157,160,echo direction,first
MF,0.479996957,170,echo direction,first
MF,0.500062501,180,echo direction,first
MF,0.518975066,190,echo direction,first
MF,0.536894371,200,echo direction,first
MF,0.553890556,210,echo direction,first
MF,0.570048361,220,echo direction,first
MF,0.58543898,230,echo direction,first
MF,0.600120061,240,echo direction,first
MF,0.614136046,250,echo direction,first
MF,0.627518679,260,echo direction,first
MF,0.640287609,270,echo direction,first
MF,0.652451032,280,echo direction,first
MF,0.664006328,290,echo direction,first
MF,0.674940707,300,echo direction,first
MF,0.685231858,310,echo direction,first
MF,0.694848625,320,echo direction,first
MF,0.703771267,330,echo direction,first
MF,0.71191584,340,echo direction,first
MF,0.719247363,350,echo direction,first
MF,0.725707443,360,echo direction,first
MF,0.731233452,370,echo direction,first
MF,0.735759852,380,echo direction,first
MF,0.739252025,390,echo direction,first
MF,0.741583021,400,echo direction,first
MF,0.742716201,410,echo direction,first
MF,0.742590549,420,echo direction,first
MF,0.741182892,430,echo direction,first
MF,0.738386344,440,echo direction,first
MF,0.734053147,450,echo direction,first
MF,0.728282641,460,echo direction,first
MF,0.721232772,470,echo direction,first
MF,0.712723439,480,echo direction,first
MF,0.674458026,490,echo direction,first
MF,0.669158165,500,echo direction,first
MF,0.630549304,510,echo direction,first
MF,0.613855744,520,echo direction,first
MF,0.595815693,530,echo direction,first
MF,0.576519217,540,echo direction,first
MF,0.556068067,550,echo direction,first
MF,0.534572872,560,echo direction,first
MF,0.49444343,570,echo direction,first
MF,0.450182975,580,echo direction,first
MF,0.424280115,590,echo direction,first
MF,0.353588883,600,echo direction,first
MF,-0.223560785,-100,pulse direction,last
MF,-0.254847182,-90,pulse direction,last
MF,-0.14848254,-80,pulse direction,last
MF,-0.1763819,-70,pulse direction,last
MF,-0.196169388,-60,pulse direction,last
MF,-0.20718255,-50,pulse direction,last
MF,-0.208606356,-40,pulse direction,last
MF,-0.066389823,-30,pulse direction,last
MF,-0.074344693,-20,pulse direction,last
MF,0.000549762,-10,pulse direction,last
MF,0.036581707,0,pulse direction,last
MF,0.06533016,10,pulse direction,last
MF,0.060468408,20,pulse direction,last
MF,0.06029232,30,pulse direction,last
MF,0.064834286,40,pulse direction,last
MF,0.073787712,50,pulse direction,last
MF,0.086926292,60,pulse direction,last
MF,0.103731637,70,pulse direction,last
MF,0.123757114,80,pulse direction,last
MF,0.146456905,90,pulse direction,last
MF,0.171782792,100,pulse direction,last
MF,0.199186559,110,pulse direction,last
MF,0.228658613,120,pulse direction,last
MF,0.259812598,130,pulse direction,last
MF,0.292624491,140,pulse direction,last
MF,0.326849767,150,pulse direction,last
MF,0.362326166,160,pulse direction,last
MF,0.398879665,170,pulse direction,last
MF,0.436313647,180,pulse direction,last
MF,0.474398766,190,pulse direction,last
MF,0.51286374,200,pulse direction,last
MF,0.551387538,210,pulse direction,last
MF,0.589593725,220,pulse direction,last
MF,0.627048002,230,pulse direction,last
MF,0.663260139,240,pulse direction,last
MF,0.697691524,250,pulse direction,last
MF,0.729769237,260,pulse direction,last
MF,0.758906932,270,pulse direction,last
MF,0.784038762,280,pulse direction,last
MF,0.805888038,290,pulse direction,last
MF,0.823026004,300,pulse direction,last
MF,0.833963214,310,pulse direction,last
MF,0.842624439,320,pulse direction,last
MF,0.844729896,330,pulse direction,last
MF,0.841750134,340,pulse direction,last
MF,0.833900661,350,pulse direction,last
MF,0.821428476,360,pulse direction,last
MF,0.804674343,370,pulse direction,last
MF,0.784094956,380,pulse direction,last
MF,0.760074807,390,pulse direction,last
MF,0.733027839,400,pulse direction,last
MF,0.70333976,410,pulse direction,last
MF,0.671353204,420,pulse direction,last
MF,0.637624868,430,pulse direction,last
MF,0.601846666,440,pulse direction,last
MF,0.564459334,450,pulse direction,last
MF,0.525572185,460,pulse direction,last
MF,0.485234514,470,pulse direction,last
MF,0.443437659,480,pulse direction,last
MF,0.40011773,490,pulse direction,last
MF,0.355159192,500,pulse direction,last
MF,0.308399942,510,pulse direction,last
MF,0.2596392,520,pulse direction,last
MF,0.208650354,530,pulse direction,last
MF,0.138573601,540,pulse direction,last
MF,0.088738753,550,pulse direction,last
MF,0.022703888,560,pulse direction,last
MF,-0.025858864,570,pulse direction,last
MF,-0.085349859,580,pulse direction,last
MF,-0.140804162,590,pulse direction,last
MF,-0.185367252,600,pulse direction,last
MF,-0.566085555,-100,echo direction,last
MF,-0.604611661,-90,echo direction,last
MF,-0.487588312,-80,echo direction,last
MF,-0.528870984,-70,echo direction,last
MF,-0.561329007,-60,echo direction,last
MF,-0.583902438,-50,echo direction,last
MF,-0.596265814,-40,echo direction,last
MF,-0.457752207,-30,echo direction,last
MF,-0.481280201,-20,echo direction,last
MF,-0.39368478,-10,echo direction,last
MF,-0.367632035,0,echo direction,last
MF,-0.352717594,10,echo direction,last
MF,-0.377137089,20,echo direction,last
MF,-0.394024306,30,echo direction,last
MF,-0.403293605,40,echo direction,last
MF,-0.405493058,50,echo direction,last
MF,-0.401341355,60,echo direction,last
MF,-0.39183445,70,echo direction,last
MF,-0.377871495,80,echo direction,last
MF,-0.360279534,90,echo direction,last
MF,-0.339529256,100,echo direction,last
MF,-0.316461611,110,echo direction,last
MF,-0.29069154,120,echo direction,last
MF,-0.262794993,130,echo direction,last
MF,-0.232826608,140,echo direction,last
MF,-0.200876795,150,echo direction,last
MF,-0.166965328,160,echo direction,last
MF,-0.131092236,170,echo direction,last
MF,-0.093253437,180,echo direction,last
MF,-0.053455159,190,echo direction,last
MF,-0.011727731,200,echo direction,last
MF,0.031861013,210,echo direction,last
MF,0.077192822,220,echo direction,last
MF,0.124087171,230,echo direction,last
MF,0.172291423,240,echo direction,last
MF,0.221474388,250,echo direction,last
MF,0.271224864,260,echo direction,last
MF,0.321056677,270,echo direction,last
MF,0.365459834,280,echo direction,last
MF,0.418345562,290,echo direction,last
MF,0.464997263,300,echo direction,last
MF,0.51137157,310,echo direction,last
MF,0.550971336,320,echo direction,last
MF,0.589338059,330,echo direction,last
MF,0.624075958,340,echo direction,last
MF,0.654571443,350,echo direction,last
MF,0.681402314,360,echo direction,last
MF,0.704013984,370,echo direction,last
MF,0.722753654,380,echo direction,last
MF,0.737561006,390,echo direction,last
MF,0.748596357,400,echo direction,last
MF,0.756048308,410,echo direction,last
MF,0.760114707,420,echo direction,last
MF,0.761041785,430,echo direction,last
MF,0.758895288,440,echo direction,last
MF,0.753859879,450,echo direction,last
MF,0.746031952,460,echo direction,last
MF,0.73545864,470,echo direction,last
MF,0.722130521,480,echo direction,last
MF,0.705974395,490,echo direction,last
MF,0.686845802,500,echo direction,last
MF,0.664521205,510,echo direction,last
MF,0.638690353,520,echo direction,last
MF,0.608950175,530,echo direction,last
MF,0.579629546,540,echo direction,last
MF,0.549016141,550,echo direction,last
MF,0.507632729,560,echo direction,last
MF,0.474966091,570,echo direction,last
MF,0.434017786,580,echo direction,last
MF,0.394951942,590,echo direction,last
MF,0.359527684,600,echo direction,last
MH,-0.701516659,-100,pulse direction,first
MH,-0.68106095,-90,pulse direction,first
MH,-0.655742537,-80,pulse direction,first
MH,-0.580107076,-70,pulse direction,first
MH,-0.559988952,-60,pulse direction,first
MH,-0.53552092,-50,pulse direction,first
MH,-0.507243239,-40,pulse direction,first
MH,-0.441092747,-30,pulse direction,first
MH,-0.417004843,-20,pulse direction,first
MH,-0.389435912,-10,pulse direction,first
MH,-0.358029814,0,pulse direction,first
MH,-0.330556976,10,pulse direction,first
MH,-0.300036211,20,pulse direction,first
MH,-0.267024516,30,pulse direction,first
MH,-0.231531016,40,pulse direction,first
MH,-0.194334119,50,pulse direction,first
MH,-0.156212425,60,pulse direction,first
MH,-0.117226755,70,pulse direction,first
MH,-0.077993276,80,pulse direction,first
MH,-0.038844097,90,pulse direction,first
MH,-3.13E-05,100,pulse direction,first
MH,0.038266051,110,pulse direction,first
MH,0.075931797,120,pulse direction,first
MH,0.112900242,130,pulse direction,first
MH,0.149144514,140,pulse direction,first
MH,0.180352467,150,pulse direction,first
MH,0.22011771,160,pulse direction,first
MH,0.252860322,170,pulse direction,first
MH,0.284984891,180,pulse direction,first
MH,0.316538914,190,pulse direction,first
MH,0.353020001,200,pulse direction,first
MH,0.382103555,210,pulse direction,first
MH,0.410743448,220,pulse direction,first
MH,0.451398566,230,pulse direction,first
MH,0.4774173,240,pulse direction,first
MH,0.522040526,250,pulse direction,first
MH,0.545269821,260,pulse direction,first
MH,0.568100475,270,pulse direction,first
MH,0.590517169,280,pulse direction,first
MH,0.61249075,290,pulse direction,first
MH,0.652264527,300,pulse direction,first
MH,0.671080394,310,pulse direction,first
MH,0.700053348,320,pulse direction,first
MH,0.726720598,330,pulse direction,first
MH,0.741076179,340,pulse direction,first
MH,0.764253795,350,pulse direction,first
MH,0.774964831,360,pulse direction,first
MH,0.784614072,370,pulse direction,first
MH,0.793102227,380,pulse direction,first
MH,0.800444714,390,pulse direction,first
MH,0.806212306,400,pulse direction,first
MH,0.810401613,410,pulse direction,first
MH,0.812686083,420,pulse direction,first
MH,0.83231084,430,pulse direction,first
MH,0.826651351,440,pulse direction,first
MH,0.822455631,450,pulse direction,first
MH,0.814404889,460,pulse direction,first
MH,0.800597796,470,pulse direction,first
MH,0.784591032,480,pulse direction,first
MH,0.766560939,490,pulse direction,first
MH,0.745470674,500,pulse direction,first
MH,0.722195186,510,pulse direction,first
MH,0.696734999,520,pulse direction,first
MH,0.669111637,530,pulse direction,first
MH,0.639426363,540,pulse direction,first
MH,0.613144316,550,pulse direction,first
MH,0.581013666,560,pulse direction,first
MH,0.54727073,570,pulse direction,first
MH,0.514159587,580,pulse direction,first
MH,0.478207453,590,pulse direction,first
MH,0.440937267,600,pulse direction,first
MH,-0.55424957,-100,echo direction,first
MH,-0.51885263,-90,echo direction,first
MH,-0.479967366,-80,echo direction,first
MH,-0.359992669,-70,echo direction,first
MH,-0.331398822,-60,echo direction,first
MH,-0.299947006,-50,echo direction,first
MH,-0.266211783,-40,echo direction,first
MH,-0.174475893,-30,echo direction,first
MH,-0.14789935,-20,echo direction,first
MH,-0.119450339,-10,echo direction,first
MH,-0.087238574,0,echo direction,first
MH,-0.057982504,10,echo direction,first
MH,-0.029111428,20,echo direction,first
MH,0.000689429,30,echo direction,first
MH,0.031518631,40,echo direction,first
MH,0.062752801,50,echo direction,first
MH,0.093873857,60,echo direction,first
MH,0.124900237,70,echo direction,first
MH,0.155466922,80,echo direction,first
MH,0.185420448,90,echo direction,first
MH,0.214664737,100,echo direction,first
MH,0.24315124,110,echo direction,first
MH,0.270868189,120,echo direction,first
MH,0.297830317,130,echo direction,first
MH,0.324069806,140,echo direction,first
MH,0.353585351,150,echo direction,first
MH,0.388024173,160,echo direction,first
MH,0.410346019,170,echo direction,first
MH,0.432129551,180,echo direction,first
MH,0.453418869,190,echo direction,first
MH,0.493009982,200,echo direction,first
MH,0.51122988,210,echo direction,first
MH,0.529035398,220,echo direction,first
MH,0.563003349,230,echo direction,first
MH,0.577800112,240,echo direction,first
MH,0.604906101,250,echo direction,first
MH,0.616888968,260,echo direction,first
MH,0.628432797,270,echo direction,first
MH,0.639500971,280,echo direction,first
MH,0.650045673,290,echo direction,first
MH,0.676181363,300,echo direction,first
MH,0.683159367,310,echo direction,first
MH,0.705952605,320,echo direction,first
MH,0.726083269,330,echo direction,first
MH,0.727107904,340,echo direction,first
MH,0.732866578,350,echo direction,first
MH,0.730078065,360,echo direction,first
MH,0.726052458,370,echo direction,first
MH,0.720718733,380,echo direction,first
MH,0.714198587,390,echo direction,first
MH,0.705884671,400,echo direction,first
MH,0.695906997,410,echo direction,first
MH,0.684149886,420,echo direction,first
MH,0.670720235,430,echo direction,first
MH,0.654488398,440,echo direction,first
MH,0.63648771,450,echo direction,first
MH,0.616815463,460,echo direction,first
MH,0.595287713,470,echo direction,first
MH,0.571922459,480,echo direction,first
MH,0.549612874,490,echo direction,first
MH,0.523701677,500,echo direction,first
MH,0.49608101,510,echo direction,first
MH,0.466783773,520,echo direction,first
MH,0.435861949,530,echo direction,first
MH,0.403650669,540,echo direction,first
MH,0.375451352,550,echo direction,first
MH,0.341991358,560,echo direction,first
MH,0.307469032,570,echo direction,first
MH,0.28155743,580,echo direction,first
MH,0.247341134,590,echo direction,first
MH,0.212340026,600,echo direction,first
MH,-0.162682989,-100,pulse direction,last
MH,-0.109007983,-90,pulse direction,last
MH,-0.030413156,-80,pulse direction,last
MH,0.015709024,-70,pulse direction,last
MH,0.061780717,-60,pulse direction,last
MH,0.107366679,-50,pulse direction,last
MH,0.164800091,-40,pulse direction,last
MH,0.206838077,-30,pulse direction,last
MH,0.241537166,-20,pulse direction,last
MH,0.271852833,-10,pulse direction,last
MH,0.268274721,0,pulse direction,last
MH,0.277529065,10,pulse direction,last
MH,0.324590457,20,pulse direction,last
MH,0.369036463,30,pulse direction,last
MH,0.410691538,40,pulse direction,last
MH,0.449510895,50,pulse direction,last
MH,0.485558478,60,pulse direction,last
MH,0.518941204,70,pulse direction,last
MH,0.549805693,80,pulse direction,last
MH,0.578308897,90,pulse direction,last
MH,0.604172348,100,pulse direction,last
MH,0.621620092,110,pulse direction,last
MH,0.640668202,120,pulse direction,last
MH,0.658594393,130,pulse direction,last
MH,0.667862333,140,pulse direction,last
MH,0.679969833,150,pulse direction,last
MH,0.707166912,160,pulse direction,last
MH,0.700098776,170,pulse direction,last
MH,0.708440822,180,pulse direction,last
MH,0.715468266,190,pulse direction,last
MH,0.721119677,200,pulse direction,last
MH,0.718513068,210,pulse direction,last
MH,0.71807086,220,pulse direction,last
MH,0.716147191,230,pulse direction,last
MH,0.712619227,240,pulse direction,last
MH,0.705426606,250,pulse direction,last
MH,0.698899819,260,pulse direction,last
MH,0.690560514,270,pulse direction,last
MH,0.680229128,280,pulse direction,last
MH,0.667718767,290,pulse direction,last
MH,0.652270338,300,pulse direction,last
MH,0.635388243,310,pulse direction,last
MH,0.604415403,320,pulse direction,last
MH,0.579478526,330,pulse direction,last
MH,0.551567576,340,pulse direction,last
MH,0.520553712,350,pulse direction,last
MH,0.48383691,360,pulse direction,last
MH,0.446387549,370,pulse direction,last
MH,0.405564011,380,pulse direction,last
MH,0.361426813,390,pulse direction,last
MH,0.313740871,400,pulse direction,last
MH,0.263465835,410,pulse direction,last
MH,0.210756631,420,pulse direction,last
MH,0.219208362,430,pulse direction,last
MH,0.16686754,440,pulse direction,last
MH,0.112733347,450,pulse direction,last
MH,0.102666114,460,pulse direction,last
MH,0.049258975,470,pulse direction,last
MH,-0.004185265,480,pulse direction,last
MH,0.014664762,490,pulse direction,last
MH,-0.036318335,500,pulse direction,last
MH,-0.087462772,510,pulse direction,last
MH,-0.138277279,520,pulse direction,last
MH,-0.188279139,530,pulse direction,last
MH,-0.237014853,540,pulse direction,last
MH,-0.226503505,550,pulse direction,last
MH,-0.268990195,560,pulse direction,last
MH,-0.28528544,570,pulse direction,last
MH,-0.294209614,580,pulse direction,last
MH,-0.328376621,590,pulse direction,last
MH,-0.361080719,600,pulse direction,last
MH,-0.163607215,-100,echo direction,last
MH,-0.127930949,-90,echo direction,last
MH,-0.003083207,-80,echo direction,last
MH,0.010957078,-70,echo direction,last
MH,0.026550195,-60,echo direction,last
MH,0.043491758,-50,echo direction,last
MH,0.097538511,-40,echo direction,last
MH,0.130973088,-30,echo direction,last
MH,0.130697533,-20,echo direction,last
MH,0.132934729,-10,echo direction,last
MH,0.095090604,0,echo direction,last
MH,0.077817738,10,echo direction,last
MH,0.102529551,20,echo direction,last
MH,0.127120587,30,echo direction,last
MH,0.151377204,40,echo direction,last
MH,0.175131019,50,echo direction,last
MH,0.198331575,60,echo direction,last
MH,0.220894839,70,echo direction,last
MH,0.242793123,80,echo direction,last
MH,0.264016554,90,echo direction,last
MH,0.284099105,100,echo direction,last
MH,0.271226858,110,echo direction,last
MH,0.286535136,120,echo direction,last
MH,0.301853217,130,echo direction,last
MH,0.286924162,140,echo direction,last
MH,0.297727897,150,echo direction,last
MH,0.313372095,160,echo direction,last
MH,0.318327329,170,echo direction,last
MH,0.328204017,180,echo direction,last
MH,0.337696224,190,echo direction,last
MH,0.346750693,200,echo direction,last
MH,0.329710187,210,echo direction,last
MH,0.334171714,220,echo direction,last
MH,0.338109108,230,echo direction,last
MH,0.341444455,240,echo direction,last
MH,0.327547858,250,echo direction,last
MH,0.32745095,260,echo direction,last
MH,0.326578331,270,echo direction,last
MH,0.32482698,280,echo direction,last
MH,0.32208808,290,echo direction,last
MH,0.318776806,300,echo direction,last
MH,0.31327828,310,echo direction,last
MH,0.30121117,320,echo direction,last
MH,0.293104256,330,echo direction,last
MH,0.283545287,340,echo direction,last
MH,0.272436605,350,echo direction,last
MH,0.266528196,360,echo direction,last
MH,0.253408118,370,echo direction,last
MH,0.238546458,380,echo direction,last
MH,0.22190906,390,echo direction,last
MH,0.202745918,400,echo direction,last
MH,0.182585044,410,echo direction,last
MH,0.160957815,420,echo direction,last
MH,0.167754108,430,echo direction,last
MH,0.14647288,440,echo direction,last
MH,0.123861996,450,echo direction,last
MH,0.14312965,460,echo direction,last
MH,0.12256576,470,echo direction,last
MH,0.101544705,480,echo direction,last
MH,0.132208458,490,echo direction,last
MH,0.113803255,500,echo direction,last
MH,0.094555393,510,echo direction,last
MH,0.074651401,520,echo direction,last
MH,0.054292561,530,echo direction,last
MH,0.033686116,540,echo direction,last
MH,0.066903059,550,echo direction,last
MH,0.050735974,560,echo direction,last
MH,0.067100336,570,echo direction,last
MH,0.091753406,580,echo direction,last
MH,0.081420294,590,echo direction,last
MH,0.070814048,600,echo direction,last
